SystemName,3.1.1,3.1.2,3.1.3,3.2.1,3.2.2,3.2.3,3.3.1,3.3.2,3.3.3,3.4.1,3.4.2,3.4.3,3.5.1,3.5.2,3.5.3,3.6.1,3.6.2,3.6.3,3.7.1,3.7.2,3.7.3,3.8.1,3.8.2,3.8.3,3.9.1,3.9.2,3.9.3,Result,Compliance Status
System-823,99,81,90,83,94,91,97,84,82,85,97,80,96,98,97,86,85,90,90,93,91,99,96,98,83,95,87,91,Compliant
System-824,94,89,88,86,83,84,93,84,96,92,83,91,98,80,86,84,81,80,86,93,84,81,83,95,97,95,93,89,Compliant
System-825,4,69,79,53,81,97,75,9,38,57,36,81,97,23,60,82,13,4,98,18,76,65,20,94,14,54,57,54,Not Compliant
System-826,93,68,11,41,14,65,74,48,99,99,31,7,46,81,49,97,94,13,11,69,8,33,50,48,44,6,39,50,Not Compliant
System-827,75,96,58,47,98,78,48,1,55,89,74,93,98,42,54,20,75,67,72,27,58,42,48,74,43,84,74,63,Not Compliant
System-828,56,17,50,39,57,33,33,38,82,14,0,85,53,93,44,37,60,70,96,82,80,95,0,4,86,28,45,51,Not Compliant
System-829,53,23,61,49,71,59,81,56,79,18,10,28,4,65,81,87,99,85,80,67,65,24,41,59,32,1,11,52,Not Compliant
System-830,30,23,29,99,84,71,32,58,15,27,10,51,96,69,59,93,95,90,79,42,89,28,88,1,50,70,90,59,Not Compliant
System-831,9,85,93,32,6,16,59,63,57,69,91,36,25,67,44,54,36,90,59,84,27,12,37,91,69,12,13,50,Not Compliant
System-832,29,77,4,84,4,44,28,1,86,56,37,37,19,40,85,25,19,94,96,84,93,34,50,80,43,50,48,50,Not Compliant
System-833,29,38,30,42,10,60,45,10,93,22,66,87,37,65,88,11,92,16,77,31,57,45,14,19,6,22,71,44,Not Compliant
System-834,91,79,88,10,54,38,96,1,56,4,67,87,43,8,9,11,12,58,79,45,25,63,84,23,10,37,13,45,Not Compliant
System-835,0,64,28,96,79,89,44,11,41,14,60,91,83,88,50,80,77,88,30,95,7,99,35,85,94,59,88,63,Not Compliant
System-836,31,59,98,48,18,64,2,7,51,46,15,22,60,95,92,68,51,56,51,99,43,35,14,51,99,97,3,51,Not Compliant
System-837,5,7,49,40,80,39,88,86,62,70,12,40,63,89,63,43,73,57,34,44,62,46,91,38,56,77,79,56,Not Compliant
System-838,12,19,14,46,83,10,47,58,35,17,75,43,94,0,19,63,31,9,58,91,80,67,10,88,41,95,9,45,Not Compliant
System-839,57,52,40,25,48,53,75,55,26,59,44,62,53,76,6,94,8,48,68,21,32,83,79,82,8,60,0,49,Not Compliant
System-840,91,12,73,36,80,24,46,1,63,93,68,92,44,20,34,41,7,19,91,0,33,29,7,37,22,96,4,44,Not Compliant
System-841,54,24,22,81,42,48,14,20,48,41,56,87,83,20,19,71,74,77,26,66,66,70,54,44,63,36,54,51,Not Compliant
System-842,37,70,34,47,8,71,66,16,50,35,98,57,88,52,72,26,78,69,49,99,43,12,60,53,28,0,55,51,Not Compliant
System-843,96,87,97,96,99,86,86,94,85,80,83,84,97,95,97,94,94,98,90,91,92,80,99,96,96,80,81,91,Compliant
System-844,51,23,34,72,81,8,54,77,47,0,25,87,74,36,52,56,17,28,42,22,91,17,7,61,25,3,87,44,Not Compliant
System-845,21,70,25,55,47,72,82,84,47,62,55,64,4,37,65,37,5,84,65,55,35,83,48,38,88,20,39,52,Not Compliant
System-846,75,98,51,90,82,84,54,12,51,37,97,10,56,57,42,25,88,83,2,70,73,82,52,17,47,59,80,59,Not Compliant
System-847,45,9,69,67,98,10,51,38,18,34,46,40,49,93,60,47,17,92,5,98,13,25,89,68,43,74,17,49,Not Compliant
System-848,93,89,88,98,93,91,90,81,94,88,80,82,94,84,99,86,92,96,83,87,85,93,80,81,80,87,83,89,Compliant
System-849,93,12,49,28,7,49,80,61,75,42,30,4,49,43,95,99,76,10,9,77,38,72,37,21,8,2,55,46,Not Compliant
System-850,18,66,14,11,45,12,51,66,57,58,68,17,1,89,64,4,87,75,51,79,94,44,57,17,96,31,58,50,Not Compliant
System-851,76,83,30,2,40,89,24,75,13,36,10,43,76,12,15,86,71,58,58,35,5,36,25,69,89,35,70,47,Not Compliant
System-852,23,91,91,16,32,55,18,6,94,37,28,34,97,32,15,77,19,17,36,77,73,97,10,69,57,27,17,47,Not Compliant
System-853,84,86,84,95,87,91,91,92,93,90,85,80,98,80,96,97,95,80,97,99,83,85,97,96,85,91,92,90,Compliant
System-854,13,42,8,24,27,31,48,89,73,0,89,57,15,8,4,51,19,56,53,98,68,90,55,26,6,75,41,44,Not Compliant
System-855,92,83,80,84,92,92,83,96,84,98,83,94,85,98,84,85,87,82,91,87,82,90,89,88,92,89,86,88,Compliant
System-856,1,94,62,34,99,32,24,7,68,0,30,41,57,81,60,83,63,61,69,69,39,26,35,89,16,6,52,49,Not Compliant
System-857,19,43,55,36,71,6,58,4,5,23,30,71,54,84,46,16,17,64,48,15,56,92,50,93,51,81,55,47,Not Compliant
System-858,27,29,3,85,98,56,17,8,83,44,5,28,29,13,65,96,47,65,24,6,47,16,23,74,44,11,94,43,Not Compliant
System-859,66,72,31,94,48,40,49,37,31,80,14,88,53,37,80,34,82,43,49,11,51,6,26,95,7,15,0,46,Not Compliant
System-860,19,29,0,54,95,66,9,59,13,72,10,49,43,24,18,35,61,8,87,79,24,37,34,98,42,26,96,44,Not Compliant
System-861,28,38,76,20,51,23,28,43,42,10,28,62,36,52,44,46,52,97,59,63,30,20,8,16,27,67,38,41,Not Compliant
System-862,36,66,76,8,42,94,8,26,58,91,69,11,21,68,93,48,88,90,92,16,6,42,83,96,43,91,30,56,Not Compliant
System-863,86,92,89,89,86,86,99,85,95,83,84,98,85,98,99,89,94,87,94,96,87,90,91,88,81,95,96,91,Compliant
System-864,4,88,95,64,7,98,95,97,68,64,14,28,81,79,6,44,18,12,86,95,87,25,53,11,5,0,12,50,Not Compliant
System-865,47,84,78,91,46,66,3,77,26,90,25,36,31,3,8,27,55,78,20,27,44,60,22,53,96,66,44,49,Not Compliant
System-866,38,44,35,24,11,67,63,14,48,36,33,57,99,52,61,21,54,79,69,87,98,87,11,20,35,27,28,49,Not Compliant
System-867,29,27,12,81,61,23,53,15,99,46,34,99,70,31,33,63,97,86,28,76,98,61,44,9,62,94,40,55,Not Compliant
System-868,51,41,99,46,39,7,94,57,34,15,64,19,42,98,60,19,40,71,93,26,50,25,95,12,22,64,64,50,Not Compliant
System-869,55,65,95,8,61,15,96,34,92,15,80,51,4,77,65,40,38,2,75,12,90,68,19,51,48,41,72,51,Not Compliant
System-870,35,1,47,53,22,57,82,65,66,98,75,60,93,10,7,61,71,90,89,21,97,83,16,76,15,52,47,56,Not Compliant
System-871,10,61,12,9,69,26,80,95,53,44,65,48,52,31,83,48,26,84,0,37,99,21,84,37,63,84,98,53,Not Compliant
System-872,25,83,21,57,56,84,8,66,52,76,90,66,46,60,74,23,44,37,26,33,72,78,63,30,80,12,85,54,Not Compliant
System-873,38,37,22,63,26,94,8,80,67,8,27,66,46,20,70,25,12,98,89,88,75,26,51,93,1,87,67,52,Not Compliant
System-874,79,78,31,73,77,65,38,65,26,56,50,75,2,27,21,58,11,29,35,69,12,97,58,26,74,48,91,51,Not Compliant
System-875,55,10,84,16,6,28,36,19,67,58,2,15,21,10,27,84,66,34,90,95,59,76,73,44,51,78,22,46,Not Compliant
System-876,15,11,34,82,32,54,55,15,91,22,47,10,97,65,72,65,39,7,49,43,90,38,9,52,35,47,80,47,Not Compliant
System-877,81,96,91,94,88,89,98,95,96,97,94,99,99,88,92,99,86,89,91,96,91,86,90,93,98,84,91,93,Compliant
System-878,51,9,65,31,9,6,1,69,18,38,32,73,36,35,90,42,3,55,17,57,26,71,82,68,63,71,53,44,Not Compliant
System-879,98,15,29,33,92,38,69,84,48,46,54,46,58,97,88,21,72,93,52,55,57,87,1,9,36,64,73,57,Not Compliant
System-880,99,96,89,84,87,94,87,93,89,91,90,80,97,93,86,89,99,98,89,94,83,92,90,95,91,81,98,91,Compliant
System-881,31,7,35,72,36,55,75,55,91,94,94,99,47,53,80,56,37,76,33,14,68,24,56,30,74,94,63,58,Not Compliant
System-882,35,65,78,69,16,40,43,47,3,81,90,40,79,16,58,36,78,53,80,59,6,10,14,7,44,81,87,49,Not Compliant
System-883,97,24,41,79,2,70,95,82,62,20,97,55,0,80,6,65,40,92,43,89,64,84,36,88,25,95,33,58,Not Compliant
System-884,80,83,42,9,53,52,63,62,91,59,52,98,64,19,34,58,96,1,56,50,90,33,67,33,35,9,66,54,Not Compliant
System-885,92,82,91,91,88,85,90,99,95,82,95,92,89,99,81,94,87,95,91,89,84,87,80,80,80,94,83,89,Compliant
System-886,59,95,5,18,42,2,73,28,19,23,54,73,87,74,61,46,4,77,72,9,74,94,57,55,87,50,47,52,Not Compliant
System-887,60,47,31,54,66,54,81,60,89,30,17,3,30,78,66,61,17,22,94,77,70,13,90,3,95,97,97,56,Not Compliant
System-888,85,37,82,89,15,53,51,65,48,14,33,53,37,63,52,54,29,61,45,75,34,60,29,69,38,57,17,50,Not Compliant
System-889,17,55,71,15,31,63,62,88,95,79,13,72,97,30,18,82,58,86,91,58,82,95,8,18,98,77,26,59,Not Compliant
System-890,23,98,19,29,79,74,68,74,71,35,25,94,38,44,27,39,74,37,77,10,6,70,4,22,73,39,24,48,Not Compliant
System-891,62,45,35,77,61,54,84,0,92,7,7,10,33,2,17,33,55,58,72,4,15,1,57,68,50,47,89,43,Not Compliant
System-892,86,39,89,44,16,96,51,68,76,59,58,79,1,13,81,96,31,56,29,82,44,77,10,3,44,73,55,54,Not Compliant
System-893,19,19,18,28,9,76,62,25,27,43,68,25,66,78,45,89,84,49,74,57,28,51,63,30,97,24,97,51,Not Compliant
System-894,67,85,74,77,35,37,43,59,38,55,73,60,36,21,15,41,39,28,92,58,92,5,78,10,4,95,53,51,Not Compliant
System-895,14,18,48,5,87,48,73,61,23,44,3,48,28,32,76,41,33,30,93,56,0,5,67,47,59,21,34,41,Not Compliant
System-896,80,84,90,91,83,86,96,98,97,81,80,95,85,81,90,99,88,85,91,81,80,86,92,83,97,88,89,88,Compliant
System-897,24,80,78,56,42,6,97,89,33,67,86,52,62,73,69,74,57,84,77,28,51,57,61,85,97,19,12,60,Not Compliant
System-898,81,8,22,13,4,66,14,70,61,76,80,72,75,25,95,16,17,99,62,28,49,24,54,22,8,40,22,45,Not Compliant
System-899,39,83,94,94,91,53,83,99,40,93,8,80,26,23,17,7,41,91,54,69,57,69,7,54,96,48,82,60,Not Compliant
System-900,39,22,18,46,55,70,73,28,79,21,32,43,66,55,37,71,15,34,96,27,59,77,56,50,41,98,76,52,Not Compliant
System-901,57,33,40,89,57,81,83,3,54,1,88,5,79,72,87,41,11,61,34,47,26,6,8,7,24,57,71,46,Not Compliant
System-902,3,78,23,0,0,88,23,94,2,26,43,13,46,19,74,46,95,20,63,42,31,72,48,65,31,59,51,43,Not Compliant
System-903,74,39,98,53,66,98,76,93,58,41,16,20,26,97,10,99,84,17,33,99,88,27,26,63,0,45,12,54,Not Compliant
System-904,24,44,22,5,7,3,5,23,74,53,58,22,4,11,83,32,35,57,91,22,78,74,16,13,43,84,4,37,Not Compliant
System-905,42,94,47,84,7,56,73,20,60,22,85,82,44,54,86,44,86,0,29,37,26,26,33,8,91,50,41,50,Not Compliant
System-906,5,41,53,47,11,79,44,35,52,58,47,71,79,81,15,84,80,65,71,20,61,65,51,40,36,18,9,49,Not Compliant
System-907,35,67,80,81,94,35,75,81,95,16,86,26,79,35,32,38,30,57,59,94,62,65,52,45,16,56,88,59,Not Compliant
System-908,17,73,43,6,91,20,71,38,87,83,74,62,50,41,73,0,27,93,91,5,89,98,44,16,52,28,98,55,Not Compliant
System-909,29,48,25,74,8,8,3,26,18,87,93,5,8,76,62,24,51,35,25,2,5,14,20,1,75,36,70,35,Not Compliant
System-910,83,29,55,87,58,8,37,48,64,70,49,17,80,58,7,19,35,91,67,43,94,48,63,4,63,76,64,53,Not Compliant
System-911,96,80,93,84,91,97,97,90,80,84,95,87,85,83,88,94,92,97,85,97,96,96,97,95,93,93,88,91,Compliant
System-912,46,76,6,42,16,8,21,34,12,46,60,7,92,77,51,99,90,78,79,40,79,30,82,55,42,13,27,49,Not Compliant
System-913,95,50,41,84,60,49,39,53,76,5,18,9,9,71,21,66,12,39,21,9,59,22,47,40,49,57,29,42,Not Compliant
System-914,73,62,43,16,63,28,49,86,8,61,44,9,5,88,74,61,87,79,88,84,50,83,39,99,3,41,83,56,Not Compliant
System-915,15,75,4,54,89,22,20,95,72,46,4,56,15,85,88,36,53,58,44,93,51,61,44,33,58,90,18,52,Not Compliant
System-916,49,45,3,93,56,28,32,1,61,36,57,39,53,52,46,11,24,35,2,67,67,99,26,19,39,92,51,44,Not Compliant
System-917,12,78,35,24,75,0,2,90,42,41,35,81,92,80,6,27,33,93,29,62,83,51,41,29,50,82,83,51,Not Compliant
System-918,55,58,44,33,94,36,41,26,11,55,71,94,52,55,33,90,70,61,90,73,91,77,70,60,87,12,95,61,Not Compliant
System-919,59,54,85,58,91,9,85,48,24,5,7,49,6,16,41,22,26,95,16,30,93,42,26,8,77,89,10,44,Not Compliant
System-920,64,10,66,46,42,53,67,86,66,92,23,1,55,36,66,52,25,27,11,14,50,48,8,29,8,13,51,42,Not Compliant
System-921,87,95,97,86,91,81,87,91,90,92,96,80,99,89,81,84,85,86,93,91,85,91,96,99,98,98,96,91,Compliant
System-922,36,57,37,19,31,30,44,84,61,80,77,20,49,13,56,47,3,32,58,91,38,93,0,14,54,36,14,44,Not Compliant
System-923,82,69,48,67,92,52,19,43,87,99,34,17,85,55,71,42,68,25,25,64,25,55,57,41,23,48,28,53,Not Compliant
System-924,48,52,11,22,69,6,94,79,23,38,8,59,73,64,67,25,90,60,18,39,12,80,42,48,25,92,46,48,Not Compliant
System-925,76,7,11,40,90,0,77,11,32,35,17,4,62,30,13,66,2,49,71,75,85,56,3,4,84,30,45,40,Not Compliant
System-926,71,80,59,90,37,68,7,82,17,47,94,92,42,74,83,64,91,22,1,78,72,11,52,96,52,2,31,57,Not Compliant
System-927,98,61,27,80,17,82,46,57,97,32,57,11,61,74,51,46,93,48,88,74,43,59,99,57,80,56,89,63,Not Compliant
System-928,56,10,14,16,77,64,17,10,43,24,76,4,19,76,58,25,16,96,61,1,32,29,77,6,16,44,35,38,Not Compliant
System-929,73,88,19,76,77,7,80,43,27,19,64,25,96,13,7,5,58,71,79,70,15,26,85,10,70,60,78,50,Not Compliant
System-930,27,76,3,5,10,95,6,28,83,0,92,95,87,75,90,48,17,79,9,43,54,61,67,11,28,44,52,48,Not Compliant
System-931,55,26,16,93,2,57,48,59,95,53,27,73,36,30,70,72,0,51,41,23,62,80,50,7,52,22,89,48,Not Compliant
System-932,18,90,93,96,97,58,65,5,83,98,33,16,61,86,45,87,28,6,10,93,87,66,77,68,4,47,6,57,Not Compliant
System-933,85,90,90,82,93,90,84,96,90,88,99,93,98,83,93,98,96,80,97,82,89,97,96,91,90,91,81,91,Compliant
System-934,45,11,14,12,96,40,95,82,59,31,26,55,56,43,62,22,0,53,95,36,10,43,61,43,21,20,41,44,Not Compliant
System-935,38,50,2,7,99,63,30,14,65,59,28,51,80,72,11,16,67,51,22,28,70,0,69,0,18,80,82,44,Not Compliant
System-936,37,18,56,99,54,85,47,77,68,21,4,46,71,30,8,30,63,75,46,58,77,87,39,26,16,21,86,50,Not Compliant
System-937,72,61,62,6,44,95,55,25,60,45,88,78,24,43,76,62,63,74,0,57,51,45,0,1,98,78,24,52,Not Compliant
System-938,95,93,85,86,91,91,98,88,86,86,97,98,81,88,91,99,96,85,95,95,82,93,97,85,92,84,93,91,Compliant
System-939,1,27,42,41,75,27,35,12,56,7,50,22,12,26,87,77,24,33,91,25,52,4,64,61,67,40,9,40,Not Compliant
System-940,49,69,73,92,46,9,31,84,57,82,24,38,39,37,33,53,47,75,86,99,39,37,38,81,51,39,72,55,Not Compliant
System-941,58,87,10,89,54,40,43,37,39,67,88,54,72,7,8,91,92,88,57,51,51,96,16,13,66,65,86,57,Not Compliant
System-942,12,27,65,68,97,9,62,70,67,72,96,35,96,41,52,17,81,48,26,34,92,58,56,44,42,86,51,56,Not Compliant
System-943,0,96,87,21,24,30,76,4,96,63,75,43,96,61,26,27,83,69,5,95,22,24,18,66,86,27,55,51,Not Compliant
System-944,54,22,13,73,67,51,35,16,73,21,9,56,82,68,86,84,96,40,29,29,2,43,62,50,94,65,83,52,Not Compliant
System-945,23,30,18,93,49,9,87,9,71,16,44,29,5,31,61,31,50,95,29,2,37,92,18,61,26,30,79,42,Not Compliant
System-946,91,87,89,94,81,81,98,80,82,86,83,91,87,80,81,92,88,86,88,99,84,95,88,81,99,91,82,88,Compliant
System-947,95,55,73,26,72,51,83,61,98,78,11,80,73,75,51,37,56,87,51,81,29,85,88,74,78,58,74,66,Not Compliant
System-948,22,25,22,28,39,66,52,28,38,92,30,39,89,14,67,44,94,32,96,5,27,65,49,90,58,88,88,52,Not Compliant
System-949,13,28,37,29,40,46,6,93,95,48,30,94,61,78,30,43,30,5,35,46,16,45,17,30,64,41,10,42,Not Compliant
System-950,79,20,11,28,15,22,70,32,77,29,69,18,1,68,24,51,9,54,15,67,54,95,74,17,77,98,51,46,Not Compliant
System-951,87,42,34,42,54,19,38,5,40,12,74,38,31,20,19,91,21,29,83,5,1,96,25,41,39,61,25,40,Not Compliant
System-952,84,95,88,79,88,65,60,89,89,50,1,4,26,15,22,28,36,71,69,90,70,36,91,64,29,47,81,59,Not Compliant
System-953,42,24,16,14,91,66,72,16,2,1,52,11,1,54,56,6,75,32,67,23,69,36,90,52,36,19,64,41,Not Compliant
System-954,92,97,86,98,95,96,91,84,81,93,91,94,87,82,92,97,81,84,85,86,99,89,86,81,90,99,94,90,Compliant
System-955,98,96,95,96,95,88,91,85,94,81,89,82,92,94,96,92,95,95,88,96,89,93,82,83,83,94,88,91,Compliant
System-956,18,20,81,10,3,36,64,4,34,8,40,44,69,65,90,7,94,12,63,44,89,84,79,24,62,43,61,47,Not Compliant
System-957,25,55,82,9,14,9,23,71,59,33,41,43,43,49,8,23,32,96,65,60,56,77,99,35,29,85,59,48,Not Compliant
System-958,64,82,42,33,92,20,33,29,43,25,17,99,37,28,85,34,24,72,56,24,73,77,28,32,39,55,95,50,Not Compliant
System-959,36,79,60,89,14,91,84,13,85,36,68,10,27,26,2,32,43,80,26,84,88,45,83,16,62,28,72,52,Not Compliant
System-960,98,92,10,88,61,20,89,36,20,22,43,75,57,45,28,54,69,50,47,12,36,21,87,3,85,19,56,49,Not Compliant
System-961,39,7,94,73,89,52,11,63,8,6,13,17,4,42,92,9,14,83,67,69,28,17,31,43,8,33,84,41,Not Compliant
System-962,29,71,6,99,98,37,50,31,92,85,78,49,68,35,91,27,56,94,74,96,67,8,49,74,35,40,58,60,Not Compliant
System-963,35,10,14,20,13,8,22,2,6,93,81,38,98,11,61,82,7,7,36,57,47,98,92,69,96,12,49,44,Not Compliant
System-964,23,45,29,98,29,78,81,87,42,29,0,50,25,39,43,21,82,46,80,88,30,54,44,19,28,37,16,47,Not Compliant
System-965,39,46,29,5,36,18,58,74,77,11,45,0,95,93,74,15,23,33,29,85,41,50,46,37,31,97,69,47,Not Compliant
System-966,69,25,22,45,15,0,10,74,55,2,33,17,25,23,9,35,52,4,59,66,67,55,10,67,18,95,51,38,Not Compliant
System-967,90,89,84,86,89,92,84,87,82,81,83,81,97,98,92,86,89,92,94,96,98,89,89,89,81,91,95,90,Compliant
System-968,86,88,83,89,99,95,81,98,82,87,94,96,84,83,91,86,85,88,97,93,81,95,81,86,88,91,95,89,Compliant
System-969,96,90,58,68,4,70,10,70,32,17,44,87,59,81,60,1,0,81,98,18,34,80,27,39,98,29,67,53,Not Compliant
System-970,13,35,54,72,0,69,83,95,7,73,87,20,47,5,44,60,10,3,46,25,79,84,60,59,21,16,78,47,Not Compliant
System-971,16,28,18,22,14,20,58,63,91,5,9,18,54,80,76,23,26,82,45,94,22,80,71,14,75,19,58,44,Not Compliant
System-972,22,0,25,85,35,15,99,60,51,55,46,31,35,85,78,66,27,16,49,75,80,95,55,12,23,54,9,48,Not Compliant
System-973,59,72,88,70,60,69,94,12,8,13,32,85,5,93,54,73,82,78,50,69,57,79,61,88,19,86,49,60,Not Compliant
System-974,6,43,32,97,74,21,14,91,75,82,6,20,71,22,38,29,38,34,28,36,0,2,44,82,94,87,81,47,Not Compliant
System-975,70,24,15,79,97,9,25,97,12,85,49,14,14,54,1,51,41,45,52,87,50,20,62,88,52,75,77,50,Not Compliant
System-976,39,5,48,17,50,50,23,29,37,92,57,71,41,0,31,40,47,32,65,44,93,40,80,86,73,48,58,48,Not Compliant
System-977,90,64,87,99,84,80,12,37,23,13,40,11,57,68,10,91,23,75,10,91,65,68,87,28,2,4,16,50,Not Compliant
System-978,24,68,64,85,41,31,41,96,39,23,4,95,0,93,25,46,10,39,41,50,31,12,67,77,30,39,96,47,Not Compliant
System-979,30,88,67,85,48,19,42,35,7,87,75,4,14,64,18,38,3,80,11,42,77,96,22,25,8,87,81,47,Not Compliant
System-980,94,87,87,92,84,84,92,94,92,80,95,87,95,97,81,80,97,91,86,86,93,91,98,86,93,99,96,91,Compliant
System-981,81,88,88,98,85,97,83,86,96,86,95,85,88,93,81,97,81,85,97,85,95,83,92,86,95,84,92,89,Compliant
System-982,18,14,9,46,39,1,15,81,26,45,74,19,46,4,85,78,6,87,43,57,8,89,27,56,81,42,96,45,Not Compliant
System-983,81,84,97,92,82,85,91,82,93,85,83,93,99,92,86,90,87,91,92,86,87,98,82,82,96,84,95,89,Compliant
System-984,29,70,73,55,67,43,9,89,92,78,52,14,79,66,97,10,93,73,0,64,54,10,35,93,9,18,86,54,Not Compliant
System-985,50,61,71,47,55,88,51,6,29,36,67,80,55,17,21,38,37,64,2,58,81,24,93,85,57,21,56,50,Not Compliant
System-986,91,63,44,21,45,28,34,66,50,4,96,35,87,68,18,40,91,43,45,53,34,59,7,11,59,83,79,51,Not Compliant
System-987,97,50,48,89,56,44,84,2,86,80,67,46,38,37,69,77,23,81,65,12,46,28,22,19,63,99,55,55,Not Compliant
System-988,62,26,38,25,9,84,79,67,34,3,61,28,70,34,69,38,63,86,72,52,6,9,2,7,34,7,89,43,Not Compliant
System-989,87,7,54,25,35,35,58,15,54,77,86,70,84,35,6,43,6,12,72,75,7,25,39,51,69,68,41,46,Not Compliant
System-990,85,88,97,95,88,85,90,85,89,85,86,82,88,94,95,97,94,81,89,93,94,89,92,83,92,90,83,90,Compliant
System-991,68,60,30,78,20,68,79,17,72,71,97,12,67,99,87,48,4,36,51,48,94,62,23,62,79,5,38,55,Not Compliant
System-992,94,93,2,49,85,24,95,22,21,53,71,26,58,44,79,59,81,20,73,91,50,38,21,9,14,0,25,49,Not Compliant
System-993,96,97,5,90,11,97,69,43,35,97,1,11,78,41,23,14,30,96,40,25,60,96,70,39,3,39,16,49,Not Compliant
System-994,26,93,77,70,69,66,87,68,31,22,50,18,50,32,84,26,15,33,84,55,47,50,12,99,35,77,53,53,Not Compliant
System-995,96,93,83,90,85,81,90,91,80,86,82,84,96,89,97,99,98,81,85,94,86,81,93,85,86,91,86,89,Compliant
System-996,82,91,92,89,81,83,89,96,92,89,86,88,96,92,83,88,98,90,86,90,99,83,91,92,95,98,90,90,Compliant
System-997,81,99,81,85,80,81,96,97,93,86,89,99,91,97,88,92,88,82,98,92,93,82,80,99,89,85,94,90,Compliant
System-998,89,12,16,86,5,73,40,43,57,21,29,18,33,71,65,39,2,9,36,35,39,0,17,91,65,87,38,42,Not Compliant
System-999,39,40,92,15,3,5,27,67,77,82,89,31,51,24,80,23,12,86,88,88,54,50,74,63,44,31,47,52,Not Compliant
