,SystemName,1.1.1,1.1.2,1.1.3,1.2.1,1.2.2,1.2.3,1.3.1,1.3.2,1.3.3,1.4.1,1.4.2,1.4.3,1.5.1,1.5.2,1.5.3,1.6.1,1.6.2,1.6.3,1.7.1,1.7.2,1.7.3,1.8.1,1.8.2,1.8.3,1.9.1,1.9.2,1.9.3,Result
213,System-7_10,5,8,3,2,2,5,7,0,5,8,9,9,6,4,2,2,5,1,5,9,6,6,0,4,7,0,8,0
214,System-7_11,9,6,0,2,3,7,8,3,2,9,3,3,4,7,0,1,6,9,0,4,2,6,8,5,8,7,6,0
215,System-7_12,9,9,0,1,2,8,2,3,0,3,9,7,9,8,7,0,1,0,0,4,7,7,0,7,7,4,5,0
216,System-7_13,4,6,7,8,2,8,1,9,4,2,1,2,9,3,4,2,0,6,7,5,1,7,8,5,5,9,1,0
217,System-7_14,1,6,1,9,1,4,7,7,6,1,2,5,0,1,4,1,3,0,7,1,3,1,2,7,4,7,6,0
218,System-7_15,4,6,5,7,1,5,6,8,0,3,1,4,2,9,8,1,9,0,4,9,2,1,7,2,8,0,3,0
219,System-7_16,2,0,9,6,3,5,9,5,5,4,7,0,4,1,1,7,7,8,1,7,6,8,4,8,3,3,3,0
220,System-7_17,1,5,0,2,8,2,3,9,1,2,6,2,2,0,2,1,2,8,6,6,2,5,4,9,3,7,1,0
221,System-7_18,9,2,3,2,7,1,1,2,1,8,8,4,9,3,0,5,1,0,3,9,4,4,1,6,6,5,7,0
222,System-7_19,2,5,7,5,2,6,3,8,5,3,9,7,5,2,6,4,9,2,8,2,5,5,5,7,1,2,4,0
223,System-7_20,5,9,5,7,1,7,0,4,9,3,7,5,4,9,5,4,9,5,3,0,3,2,8,8,7,9,0,0
224,System-7_21,9,3,5,0,1,2,8,9,5,8,8,2,1,8,3,1,1,2,6,4,6,4,1,9,0,8,7,0
225,System-7_22,2,9,0,2,0,4,3,3,6,7,1,1,8,7,8,8,9,1,4,8,8,8,9,0,7,6,5,0
226,System-7_23,7,0,5,0,4,9,6,5,0,2,1,5,8,2,3,6,0,5,1,1,0,9,6,8,0,0,1,0
227,System-7_24,3,5,3,9,9,1,5,2,7,7,7,9,1,7,9,4,6,6,8,9,6,4,8,1,0,2,7,0
228,System-7_25,7,5,7,2,3,3,4,8,2,7,1,4,1,4,7,4,5,6,2,4,3,9,9,7,3,4,3,0
229,System-7_26,3,5,6,8,7,0,2,9,1,8,6,5,6,6,9,7,2,3,9,7,6,9,1,4,5,2,5,0
230,System-7_27,8,8,2,9,3,4,6,9,3,9,4,2,9,2,0,3,9,3,2,3,4,2,4,6,0,9,4,0
231,System-7_28,4,9,5,9,5,2,1,4,9,1,6,9,8,3,5,3,1,2,3,2,8,4,7,6,7,7,4,0
232,System-8_0,9,2,5,6,8,4,7,9,4,0,8,2,5,1,9,4,2,3,8,3,8,0,5,5,4,1,9,0
233,System-8_1,0,8,2,6,5,1,4,0,8,5,3,4,1,0,5,3,6,8,2,8,8,4,3,7,8,3,7,0
234,System-8_2,1,8,4,6,1,4,7,3,2,3,2,0,0,8,7,6,3,5,0,7,0,6,9,2,9,1,0,0
235,System-8_3,3,6,4,8,7,9,7,7,5,0,3,3,8,3,5,9,8,0,0,8,8,6,3,2,9,2,4,0
236,System-8_4,5,6,0,7,2,9,3,3,2,4,1,1,3,2,3,3,9,7,1,3,0,0,2,1,0,8,9,0
237,System-8_5,9,9,8,8,8,5,3,8,7,7,5,4,5,6,5,1,9,0,7,9,1,1,0,1,0,0,0,0
238,System-8_6,4,6,8,1,4,1,1,9,4,6,2,8,7,1,4,3,1,8,5,7,3,3,3,1,7,7,6,0
239,System-8_7,6,9,0,8,6,8,0,5,4,3,9,1,3,2,7,8,4,3,1,4,7,4,2,1,5,6,5,0
240,System-8_8,4,9,6,6,6,4,7,4,2,3,3,5,2,4,2,5,0,9,5,4,7,2,3,3,1,6,8,0
241,System-8_9,1,2,2,8,9,2,5,4,1,3,3,6,3,1,4,9,7,4,0,8,4,5,0,0,8,4,2,0
242,System-8_10,1,1,7,5,6,6,8,5,8,4,9,8,4,8,2,1,9,7,0,3,2,8,4,1,7,8,7,0
243,System-8_11,4,9,4,5,8,0,2,7,1,0,8,5,3,3,2,4,9,5,1,4,2,7,2,4,9,3,0,0
244,System-8_12,8,2,4,7,6,0,6,0,5,4,1,3,1,0,6,1,9,3,1,0,6,3,9,5,9,1,7,0
245,System-8_13,3,5,1,2,4,3,7,1,6,2,0,9,4,7,2,8,8,3,9,0,4,3,6,0,1,9,1,0
246,System-8_14,7,1,2,3,8,0,9,0,4,9,2,2,9,1,0,4,2,0,3,6,8,3,7,9,5,9,8,0
247,System-8_15,1,3,0,6,5,7,8,1,0,6,8,9,7,0,2,1,2,4,6,7,8,9,5,9,0,8,0,0
248,System-8_16,5,1,3,5,9,4,1,8,3,2,4,8,6,1,7,1,1,4,0,8,1,3,7,7,5,9,1,0
249,System-8_17,0,7,3,2,7,0,8,2,9,4,9,9,4,2,5,2,1,6,3,5,1,6,7,5,9,9,9,0
250,System-8_18,1,2,1,6,8,5,5,2,7,8,9,2,8,4,2,7,0,1,0,3,1,5,5,8,7,5,1,0
251,System-8_19,2,1,6,5,9,6,4,3,7,5,0,8,8,6,5,0,5,7,8,0,7,1,5,6,8,8,9,0
252,System-8_20,3,4,5,9,8,9,6,4,8,3,2,8,8,7,8,3,6,2,6,9,1,4,3,7,3,6,8,0
253,System-8_21,1,5,1,2,6,9,1,8,9,0,7,7,7,4,6,5,2,2,2,4,8,9,6,0,7,2,0,0
254,System-8_22,7,4,4,1,5,2,6,2,1,0,8,4,2,6,1,9,7,6,6,8,7,5,8,3,2,5,6,0
255,System-8_23,6,5,4,5,1,0,7,6,9,3,7,8,4,8,6,2,5,2,2,9,6,3,6,8,9,9,7,0
256,System-8_24,4,9,7,8,5,0,4,8,0,6,1,1,5,4,5,8,9,2,1,5,8,2,6,6,0,9,9,0
257,System-8_25,5,1,7,2,5,0,9,9,0,5,1,5,9,2,7,3,2,6,5,4,8,4,3,2,6,0,1,0
258,System-8_26,1,0,8,3,3,2,4,5,1,2,0,5,8,4,9,1,2,6,6,5,4,5,7,4,0,9,4,0
259,System-8_27,2,6,1,5,0,1,4,1,0,5,1,3,0,6,3,1,7,3,0,9,1,6,0,3,2,1,8,0
260,System-8_28,9,4,6,2,7,5,4,3,9,6,5,3,2,7,6,3,1,7,3,9,9,7,9,5,8,1,2,0
261,System-9_0,8,3,0,5,9,6,7,2,5,2,5,0,2,3,3,9,5,6,1,0,3,8,1,5,3,6,1,0
262,System-9_1,7,0,0,6,4,5,9,0,8,9,4,2,2,9,6,3,9,6,1,7,3,1,2,5,1,0,4,0
263,System-9_2,1,1,2,5,5,4,8,9,1,4,5,8,7,6,7,4,9,4,8,7,2,7,3,0,5,7,1,0
264,System-9_3,4,5,3,2,3,9,2,4,8,6,5,5,9,5,3,8,5,8,3,5,5,3,5,5,8,7,0,0
265,System-9_4,5,3,7,6,8,2,9,8,2,9,8,7,2,9,8,9,7,7,4,5,1,1,8,9,5,3,2,0
266,System-9_5,5,0,7,1,3,9,6,9,1,7,5,8,4,5,8,0,6,7,9,6,4,6,4,3,8,9,5,0
267,System-9_6,5,4,7,7,4,5,8,8,2,8,5,7,3,3,9,5,9,8,8,5,1,9,0,0,5,7,9,0
268,System-9_7,6,8,3,6,4,3,5,9,1,6,9,1,8,9,3,2,7,1,7,7,1,0,9,9,1,9,5,0
269,System-9_8,2,9,2,8,9,8,3,5,8,3,3,1,3,2,5,7,3,1,9,6,7,1,7,0,7,6,0,0
270,System-9_9,7,6,0,4,4,2,1,2,3,1,5,3,6,0,3,4,6,7,7,1,5,9,1,4,1,1,0,0
271,System-9_10,9,8,7,7,5,9,1,4,4,2,6,7,0,7,1,6,1,6,3,8,7,7,9,6,5,9,6,0
272,System-9_11,1,3,1,0,6,7,1,8,8,0,8,0,3,9,5,8,9,8,6,2,1,1,0,8,5,4,3,0
273,System-9_12,0,4,5,3,1,2,1,6,0,8,5,3,5,6,5,4,5,7,6,3,6,3,1,2,7,6,5,0
274,System-9_13,0,2,3,0,1,4,7,0,7,5,7,3,0,9,3,3,0,4,6,6,4,8,8,1,3,1,4,0
275,System-9_14,9,6,3,6,5,4,0,5,9,0,5,2,8,4,5,3,9,6,8,2,2,3,5,4,1,8,3,0
276,System-9_15,0,0,2,2,1,4,0,0,9,2,0,4,7,7,1,7,2,7,5,3,2,0,3,9,8,4,8,0
277,System-9_16,0,5,5,7,8,4,3,6,8,7,5,7,0,3,3,7,7,2,2,9,3,8,0,8,6,1,8,0
278,System-9_17,3,5,0,0,4,9,6,7,0,6,3,9,9,8,7,8,4,0,3,9,1,4,5,2,0,4,1,0
279,System-9_18,8,1,8,5,7,7,6,9,7,7,5,1,8,8,7,9,0,2,7,8,9,5,4,0,1,6,6,0
280,System-9_19,4,0,2,7,9,4,8,6,6,5,7,7,4,8,1,7,9,1,0,9,9,4,2,6,3,4,6,0
281,System-9_20,1,8,6,2,1,1,1,0,1,5,5,0,7,8,6,6,2,7,0,6,3,9,1,4,9,3,6,0
282,System-9_21,2,3,0,1,1,4,5,8,8,2,0,6,3,6,9,7,2,3,2,1,1,7,2,4,5,5,2,0
283,System-9_22,9,0,1,7,6,8,6,1,7,1,4,9,3,0,3,0,3,9,4,6,0,0,5,4,0,8,8,0
284,System-9_23,7,0,7,4,1,5,0,5,9,8,2,6,4,1,3,4,4,6,3,7,9,5,7,7,2,8,0,0
285,System-9_24,2,3,9,6,8,8,5,5,2,4,9,3,2,2,1,8,6,7,6,6,1,8,0,1,0,4,2,0
286,System-9_25,2,7,5,2,0,4,8,4,8,5,7,3,4,3,6,7,6,4,9,9,2,4,8,3,4,7,3,0
287,System-9_26,4,1,8,4,8,8,3,4,8,4,1,5,0,7,6,9,6,1,8,5,4,4,5,1,7,8,8,0
288,System-9_27,7,0,6,9,6,5,2,6,3,3,0,9,4,4,9,7,9,8,9,0,7,6,7,9,6,4,9,0
289,System-9_28,7,8,2,3,5,2,5,7,6,8,0,1,3,6,5,1,6,2,6,3,8,8,8,1,4,5,2,0
290,System-10_0,13,14,16,17,11,18,11,19,19,11,17,13,16,11,10,19,11,14,12,12,16,19,12,10,18,18,10,0
291,System-10_1,12,13,18,19,14,10,16,13,14,17,18,17,15,19,12,16,16,12,11,14,16,12,17,13,18,16,14,0
292,System-10_2,10,15,12,19,15,13,11,13,18,12,17,13,14,10,19,16,16,15,10,16,13,13,10,10,10,10,13,0
293,System-10_3,18,18,10,18,13,13,13,11,17,18,13,13,11,11,13,10,12,19,18,19,13,15,10,16,18,10,17,0
294,System-10_4,19,19,16,16,11,18,10,14,10,13,18,13,15,17,12,10,12,15,19,14,18,17,19,13,15,19,17,0
295,System-10_5,15,10,12,12,18,12,11,11,14,17,13,19,13,15,13,14,18,19,11,12,15,18,14,10,15,16,12,0
296,System-10_6,14,12,12,19,18,18,11,11,11,14,10,16,14,13,13,10,16,16,16,15,18,14,12,18,11,19,14,0
297,System-10_7,17,16,13,13,12,14,12,15,13,17,13,14,17,16,11,19,15,11,15,19,10,15,10,15,14,11,11,0
298,System-10_8,12,18,10,12,19,17,17,14,13,13,15,16,10,13,15,17,19,19,16,11,12,17,12,10,15,13,12,0
299,System-10_9,14,11,17,18,14,18,12,10,12,10,11,18,11,17,16,13,12,18,10,12,17,10,15,15,18,12,15,0
300,System-10_10,14,11,13,11,10,18,15,18,11,11,12,16,14,15,10,18,17,12,13,13,16,14,17,17,10,10,10,0
301,System-10_11,11,19,12,19,18,13,16,18,10,11,13,13,14,11,12,18,11,14,10,10,18,17,12,12,18,15,12,0
302,System-10_12,18,10,12,10,19,15,11,10,13,11,15,12,13,11,16,18,16,19,10,14,15,12,17,17,14,19,12,0
303,System-10_13,12,13,11,18,18,10,14,15,17,17,16,12,15,11,17,12,18,10,12,18,19,13,18,16,19,13,18,0
304,System-10_14,12,16,12,17,15,15,15,16,18,10,19,12,17,19,15,11,18,15,15,18,18,18,14,13,13,11,14,0
305,System-10_15,11,11,10,12,15,13,14,10,18,12,17,12,12,12,14,15,14,15,10,15,18,12,17,18,11,18,18,0
306,System-10_16,14,11,10,17,13,12,13,11,12,13,14,18,14,11,19,18,11,19,17,18,12,10,18,13,19,14,10,0
307,System-10_17,13,13,19,18,16,11,19,10,13,12,10,16,19,16,19,10,10,18,10,15,18,15,12,14,13,16,11,0
308,System-10_18,15,18,13,12,17,16,17,13,19,15,14,16,16,12,11,16,10,16,17,13,16,11,18,14,19,15,17,0
309,System-10_19,13,10,11,18,19,12,17,10,13,15,13,15,19,16,10,18,15,14,10,13,14,17,14,10,17,13,15,0
310,System-10_20,19,18,11,14,16,18,17,12,19,13,19,15,10,14,11,14,17,18,14,16,12,19,17,10,17,10,13,0
311,System-10_21,11,14,11,19,11,10,12,16,11,11,19,17,14,12,17,16,12,14,14,15,12,14,17,12,18,13,14,0
312,System-10_22,10,12,15,12,19,14,13,10,17,12,19,17,18,16,18,11,10,11,13,13,12,14,15,19,16,14,19,0
313,System-10_23,15,14,11,16,15,13,11,10,19,17,16,15,13,18,19,11,18,15,19,17,13,17,18,19,14,16,10,0
314,System-10_24,19,14,15,18,11,19,10,19,19,14,15,11,14,16,11,16,14,10,11,14,16,12,12,18,14,14,18,0
315,System-10_25,12,10,17,12,17,10,14,12,13,18,10,17,15,12,10,15,18,19,17,14,19,19,15,11,12,19,16,0
316,System-10_26,12,11,11,16,10,16,16,18,17,14,12,14,18,16,19,14,15,14,15,15,19,15,17,15,10,17,19,0
317,System-10_27,17,17,10,18,19,18,19,10,17,13,12,11,16,12,17,15,10,16,15,17,17,19,19,17,18,17,12,0
318,System-10_28,14,18,15,10,12,13,16,15,13,11,16,19,10,14,15,19,10,10,18,16,14,12,14,17,17,19,16,0
319,System-11_0,17,13,11,16,17,17,19,18,13,14,17,16,13,16,13,17,19,18,19,11,16,15,18,11,12,13,15,0
320,System-11_1,13,18,14,12,17,17,16,18,18,18,11,10,12,16,13,10,12,11,18,12,16,18,16,15,16,14,10,0
321,System-11_2,18,15,16,15,17,18,18,12,11,12,11,18,15,16,16,12,13,10,10,14,19,12,14,10,12,16,15,0
322,System-11_3,18,19,13,12,10,12,19,17,16,19,19,16,12,15,17,12,14,16,19,17,15,15,16,18,11,13,11,0
323,System-11_4,18,17,18,19,10,18,18,10,12,12,17,16,14,12,19,12,17,19,11,19,14,18,10,15,16,19,15,0
324,System-11_5,19,10,16,19,18,18,16,10,12,11,19,12,11,14,12,17,12,17,14,15,13,13,16,14,12,16,18,0
325,System-11_6,12,13,15,13,14,13,11,14,19,15,15,12,16,16,15,16,18,11,19,14,11,13,10,19,17,17,16,0
326,System-11_7,18,16,13,13,13,13,17,16,17,15,12,11,15,17,13,16,19,12,16,17,19,10,14,10,11,17,15,0
327,System-11_8,11,14,10,11,16,12,10,15,10,19,14,17,13,13,17,12,18,10,18,13,10,12,10,14,12,10,15,0
328,System-11_9,10,10,19,10,19,16,13,11,17,13,17,13,15,14,11,17,10,11,18,16,12,16,10,17,16,19,12,0
329,System-11_10,14,15,12,15,14,18,12,16,16,17,16,19,17,11,14,14,15,19,15,11,14,14,16,14,19,16,14,0
330,System-11_11,11,10,11,18,10,13,17,12,12,13,11,10,17,14,19,13,16,18,13,15,17,11,11,17,19,11,16,0
331,System-11_12,10,13,14,15,11,16,13,15,15,18,13,18,14,12,13,16,16,17,18,10,14,15,11,14,16,14,12,0
332,System-11_13,11,10,16,12,10,11,17,10,12,13,16,11,12,15,17,11,10,12,19,19,13,19,14,15,14,10,15,0
333,System-11_14,19,14,15,16,12,11,14,12,15,17,16,19,18,14,19,15,13,19,14,15,14,14,14,13,17,12,19,0
334,System-11_15,11,11,18,17,17,11,19,18,10,11,19,12,11,16,16,18,18,18,15,18,13,13,16,13,12,11,16,0
335,System-11_16,18,10,18,13,19,15,12,18,10,17,11,15,13,14,11,14,12,18,18,18,10,11,17,14,16,17,11,0
336,System-11_17,13,16,10,19,18,15,16,19,16,17,11,10,15,15,16,10,15,17,12,14,17,10,19,14,15,13,16,0
337,System-11_18,11,11,13,10,10,16,14,10,16,10,12,15,15,13,17,16,10,19,12,17,17,14,10,19,18,10,16,0
338,System-11_19,18,11,12,17,15,10,15,19,18,10,12,15,13,14,12,19,13,14,12,17,12,15,11,19,15,14,16,0
339,System-11_20,10,11,11,19,17,10,16,14,16,15,18,19,19,15,10,19,13,10,11,19,11,12,13,18,14,12,15,0
340,System-11_21,17,10,13,12,19,19,11,15,17,19,19,13,11,12,15,14,18,12,16,11,16,12,15,11,15,19,18,0
341,System-11_22,18,18,17,19,11,14,17,17,11,12,13,15,13,12,13,10,10,19,11,13,18,10,14,16,11,11,11,0
342,System-11_23,10,10,12,18,11,13,16,12,10,12,15,18,12,10,18,19,13,14,13,16,11,11,13,14,18,12,18,0
343,System-11_24,10,10,16,13,18,18,11,10,17,13,10,15,12,12,10,17,13,15,19,15,15,15,11,17,14,18,17,0
344,System-11_25,12,16,11,15,13,17,15,10,18,12,11,13,12,15,18,14,17,13,12,18,10,10,10,10,15,12,16,0
345,System-11_26,15,10,10,16,16,12,14,10,13,19,18,13,12,12,14,17,19,11,16,11,14,17,17,14,15,10,13,0
346,System-11_27,19,13,12,18,10,18,17,19,12,19,11,16,19,15,19,15,11,17,11,10,19,19,12,14,11,14,10,0
347,System-11_28,17,15,13,17,10,14,17,15,10,19,14,17,11,17,15,17,14,17,13,13,18,14,14,10,15,18,19,0
348,System-12_0,10,19,10,19,11,11,19,12,18,15,16,13,18,11,14,13,15,14,10,11,10,19,12,19,18,13,10,0
349,System-12_1,10,17,14,19,11,11,16,14,15,17,10,17,16,10,10,13,13,16,18,16,16,14,15,13,10,16,13,0
350,System-12_2,13,15,18,10,10,16,15,12,17,17,11,13,12,17,18,12,10,12,14,11,18,19,12,14,15,16,13,0
351,System-12_3,18,17,17,14,13,12,17,18,17,12,11,15,10,10,16,12,14,16,18,17,14,19,15,17,15,13,11,0
352,System-12_4,15,13,13,18,14,11,10,16,12,18,16,11,10,13,10,17,11,17,19,18,14,13,10,15,14,13,15,0
353,System-12_5,10,18,11,15,11,18,14,15,11,16,16,10,14,10,14,12,13,16,16,15,14,11,10,16,17,11,11,0
354,System-12_6,15,10,10,15,17,18,10,19,13,18,13,15,18,11,17,11,15,17,14,17,19,10,14,14,16,14,13,0
355,System-12_7,13,16,10,16,13,16,17,18,18,14,11,15,15,16,18,11,17,18,11,12,15,16,15,11,14,18,18,0
356,System-12_8,18,14,19,18,19,15,19,12,14,12,15,16,15,18,13,15,15,16,17,16,17,13,16,15,19,19,10,0
357,System-12_9,17,19,19,12,15,16,17,13,14,12,11,16,11,10,19,19,18,14,18,16,18,11,10,18,16,13,14,0
358,System-12_10,19,19,17,14,11,18,12,15,14,12,16,19,11,17,19,12,16,17,17,16,14,15,13,10,18,17,18,0
359,System-12_11,18,19,12,16,15,13,17,19,17,12,10,11,14,13,18,13,15,11,12,10,14,11,11,11,13,11,18,0
360,System-12_12,18,19,19,16,19,10,12,18,10,13,19,17,12,14,18,13,16,15,14,18,18,10,15,16,12,18,17,0
361,System-12_13,12,18,11,13,11,11,18,17,15,13,14,14,19,12,16,11,13,11,10,10,13,13,15,15,15,15,10,0
362,System-12_14,13,13,16,19,17,16,19,17,13,16,17,10,11,19,10,14,12,11,10,14,19,16,18,13,18,16,18,0
363,System-12_15,17,15,19,11,17,17,11,19,10,14,11,18,16,10,16,12,14,10,18,16,11,15,13,10,18,12,16,0
364,System-12_16,18,12,11,14,19,12,16,18,13,17,19,14,14,18,14,13,14,12,13,18,17,11,12,11,10,19,17,0
365,System-12_17,18,16,18,11,11,16,19,12,10,16,17,18,12,18,10,12,19,15,17,17,16,16,10,18,19,12,11,0
366,System-12_18,16,18,17,17,12,12,13,10,17,13,13,13,13,18,19,11,17,13,13,10,13,11,13,19,18,12,10,0
367,System-12_19,10,11,10,14,11,12,12,18,13,10,10,12,10,15,11,11,14,13,13,13,14,12,11,13,19,10,12,0
368,System-12_20,11,17,18,15,13,13,12,19,10,13,10,13,14,17,11,11,15,18,13,15,16,19,11,19,17,12,13,0
369,System-12_21,11,16,18,19,12,19,10,18,11,12,13,18,18,10,11,14,16,11,16,16,12,13,15,11,15,11,11,0
370,System-12_22,14,14,11,15,12,16,17,13,16,14,13,12,19,10,15,15,11,19,14,16,11,13,10,18,11,12,18,0
371,System-12_23,16,15,18,16,12,15,18,19,10,10,18,13,11,10,12,11,14,15,17,13,15,15,19,13,15,11,19,0
372,System-12_24,10,18,10,13,15,11,16,18,12,18,17,12,11,17,10,13,14,12,19,18,10,19,11,19,13,14,10,0
373,System-12_25,10,13,12,18,14,15,18,10,12,13,19,17,19,11,14,16,10,14,12,17,10,13,15,19,10,11,19,0
374,System-12_26,13,19,18,10,18,15,17,15,12,18,13,16,16,19,17,16,19,16,18,12,11,15,16,11,12,11,11,0
375,System-12_27,13,16,12,14,11,14,13,19,16,19,14,11,18,18,11,15,13,12,17,16,18,19,10,19,13,16,18,0
376,System-12_28,11,19,15,16,14,13,10,18,13,17,10,14,15,19,13,13,10,10,16,12,11,11,13,19,18,19,11,0
377,System-13_0,19,16,12,12,18,10,11,12,10,13,11,15,15,18,13,19,16,13,14,10,11,15,12,17,10,18,16,0
378,System-13_1,15,10,18,12,16,16,19,14,15,10,10,10,17,11,18,19,19,16,10,11,18,14,19,13,12,14,13,0
379,System-13_2,13,17,17,19,13,16,16,18,14,13,19,15,14,17,12,15,14,13,19,13,11,11,18,16,16,19,17,0
380,System-13_3,19,16,16,11,15,18,18,10,13,17,14,18,14,14,17,11,12,10,16,16,16,14,10,17,11,13,10,0
381,System-13_4,11,10,10,10,19,10,17,12,16,13,12,17,13,14,17,19,15,18,10,15,16,15,11,10,15,10,10,0
382,System-13_5,18,11,18,19,19,11,11,14,14,15,11,14,16,14,14,16,18,10,17,18,16,13,15,13,15,17,10,0
383,System-13_6,19,15,11,11,19,17,16,16,16,11,14,16,11,15,18,18,11,10,14,13,13,13,10,10,16,10,17,0
384,System-13_7,16,18,16,10,19,17,19,19,17,16,16,18,16,15,14,11,10,14,11,11,12,12,16,16,10,17,17,0
385,System-13_8,16,14,19,16,13,18,19,18,17,12,11,11,13,18,18,12,13,19,13,17,19,11,19,13,19,18,15,0
386,System-13_9,11,18,16,19,18,11,11,11,13,19,11,14,11,10,16,19,18,13,12,14,15,17,17,10,13,10,11,0
387,System-13_10,13,17,11,13,12,18,11,11,16,13,16,12,19,12,13,15,13,11,12,15,10,12,11,18,12,10,13,0
388,System-13_11,11,14,14,17,12,11,10,10,18,14,18,15,16,17,18,12,12,11,13,11,18,16,19,10,18,12,12,0
389,System-13_12,11,12,15,19,11,10,18,10,13,18,15,16,10,12,17,16,14,19,17,14,16,16,19,10,13,13,15,0
390,System-13_13,17,19,15,17,18,10,10,13,15,13,17,18,14,10,11,11,13,17,18,13,18,11,19,11,15,16,12,0
391,System-13_14,19,15,15,13,10,13,19,13,18,12,15,11,18,15,15,12,10,16,15,15,12,15,18,14,19,10,18,0
392,System-13_15,11,10,10,17,11,12,16,15,16,18,17,13,18,17,10,16,13,11,19,18,12,17,11,17,16,11,18,0
393,System-13_16,12,11,19,16,15,19,17,12,14,13,15,10,16,13,12,18,18,17,17,17,17,16,10,15,13,16,17,0
394,System-13_17,13,13,12,19,17,18,13,14,13,13,16,18,19,12,13,19,13,19,14,17,12,19,16,18,11,10,19,0
395,System-13_18,15,11,16,14,13,17,15,12,17,16,11,17,19,12,12,15,10,18,18,14,17,16,17,14,11,15,16,0
396,System-13_19,12,14,16,19,18,15,14,16,19,12,13,14,18,15,16,15,15,14,17,13,12,13,17,16,12,13,17,0
397,System-13_20,19,11,14,12,16,15,18,10,11,15,16,18,18,18,17,11,10,17,17,11,15,10,11,17,13,10,12,0
398,System-13_21,19,11,13,19,13,18,17,12,15,14,18,19,14,18,10,15,17,19,13,17,16,10,13,10,14,16,19,0
399,System-13_22,16,15,13,13,14,15,12,13,13,17,10,10,17,15,10,15,11,12,13,17,10,15,17,15,12,14,19,0
400,System-13_23,15,11,18,10,19,12,14,19,18,11,18,17,11,12,17,13,15,14,14,10,18,19,14,16,10,10,11,0
401,System-13_24,16,19,13,15,19,17,14,15,15,12,16,19,11,11,19,16,13,12,10,18,14,10,19,19,14,18,14,0
402,System-13_25,19,19,17,15,12,15,13,11,15,15,10,15,18,11,18,10,17,14,10,12,17,15,16,18,18,17,11,0
403,System-13_26,12,10,10,11,17,12,10,13,11,13,11,12,19,14,15,10,18,14,19,12,10,19,17,12,10,13,10,0
404,System-13_27,17,19,10,17,15,15,10,11,11,19,10,10,15,12,13,15,16,11,17,13,15,18,13,17,18,12,16,0
405,System-13_28,11,12,17,17,11,10,12,18,15,19,13,17,19,16,12,18,15,17,19,19,18,19,18,16,19,14,12,0
406,System-14_0,11,11,19,13,12,18,16,11,15,16,13,16,13,13,14,11,14,11,19,13,17,12,14,18,12,19,18,0
407,System-14_1,15,14,10,13,15,17,18,17,18,17,17,10,12,17,16,15,15,18,17,19,15,15,16,12,15,16,14,0
408,System-14_2,13,17,12,18,12,16,16,19,14,18,18,19,15,16,16,11,15,13,18,13,13,16,11,11,10,10,15,0
409,System-14_3,10,17,15,12,15,13,15,17,17,14,13,11,11,10,11,12,16,18,10,12,18,12,13,10,17,16,19,0
410,System-14_4,13,14,15,18,15,14,17,18,10,17,14,18,16,16,13,10,14,14,12,14,10,14,17,15,17,19,10,0
411,System-14_5,12,17,19,15,14,14,17,16,18,12,12,13,17,12,18,11,16,14,13,11,17,19,12,16,11,11,19,0
412,System-14_6,19,13,17,10,13,13,18,19,12,11,14,10,18,14,16,12,17,11,11,13,11,17,11,18,18,13,13,0
413,System-14_7,11,18,18,11,16,13,18,10,18,11,14,17,10,19,15,19,16,10,13,10,19,18,15,10,13,10,15,0
414,System-14_8,19,11,17,13,14,14,17,12,15,19,10,14,13,15,16,17,19,13,16,11,11,14,15,14,13,13,19,0
415,System-14_9,12,15,16,13,13,14,17,14,10,19,14,13,16,18,15,13,12,15,19,18,17,13,14,19,17,13,12,0
416,System-14_10,17,12,16,13,17,15,17,12,16,15,17,15,13,10,10,12,14,14,14,13,13,10,16,19,12,11,16,0
417,System-14_11,11,12,17,16,17,15,10,19,17,16,11,10,10,14,16,12,16,12,11,10,18,14,17,13,14,17,15,0
418,System-14_12,15,10,18,18,13,13,14,19,15,17,12,19,11,11,10,19,19,10,16,17,18,19,12,11,14,11,11,0
419,System-14_13,13,18,13,11,14,16,11,10,15,16,15,15,14,15,15,14,12,19,14,13,16,10,10,15,17,13,16,0
420,System-14_14,12,18,12,12,17,11,10,18,15,18,16,16,14,15,10,13,13,16,16,18,11,14,10,19,12,17,10,0
421,System-14_15,11,10,13,11,14,11,13,11,19,11,10,19,10,10,18,17,11,12,17,14,15,11,19,19,14,10,13,0
422,System-14_16,15,17,15,12,17,19,10,18,17,16,16,13,13,19,12,10,19,12,19,15,15,19,15,17,15,17,10,0
423,System-14_17,16,10,13,15,17,16,17,17,14,11,11,16,10,10,11,17,14,18,10,16,15,15,12,13,19,16,16,0
424,System-14_18,14,16,10,11,16,13,13,19,19,15,13,10,10,16,11,11,15,19,17,19,16,11,12,15,12,14,10,0
425,System-14_19,11,13,10,11,19,19,16,15,18,18,16,19,10,16,14,19,18,16,15,17,19,15,15,13,19,15,19,0
426,System-14_20,17,16,19,17,16,16,14,16,13,11,15,13,11,17,14,14,16,17,15,17,10,14,14,15,13,11,19,0
427,System-14_21,12,13,12,12,15,16,10,15,10,17,15,13,14,14,12,16,18,16,16,16,10,16,13,12,12,15,16,0
428,System-14_22,12,19,13,10,14,11,17,13,15,19,10,16,19,12,17,14,19,18,14,16,11,13,17,11,16,10,12,0
