SystemName,2.1.1,2.1.2,2.1.3,2.2.1,2.2.2,2.2.3,2.3.1,2.3.2,2.3.3,2.4.1,2.4.2,2.4.3,2.5.1,2.5.2,2.5.3,2.6.1,2.6.2,2.6.3,2.7.1,2.7.2,2.7.3,2.8.1,2.8.2,2.8.3,Result
System-98_5,91,93,96,99,97,96,100,91,97,96,100,97,98,92,99,92,91,94,94,93,90,92,99,98,1
System-98_6,97,96,95,90,97,98,100,92,92,94,95,91,99,94,100,98,97,99,96,90,91,97,99,95,1
System-98_7,96,100,96,91,91,94,95,91,92,100,97,90,93,99,90,96,100,97,96,98,93,93,97,99,1
System-98_8,91,90,96,100,99,91,92,99,91,93,91,90,95,93,98,93,96,90,93,96,93,94,90,100,1
System-98_9,93,93,92,93,94,98,93,98,99,96,90,96,100,98,95,95,97,91,94,91,90,92,92,100,1
System-99_0,95,95,98,99,90,100,96,92,90,94,97,96,90,97,95,93,100,96,98,100,91,92,92,93,1
System-99_1,93,97,94,99,92,99,100,97,93,96,96,90,97,91,91,93,94,100,93,100,95,97,100,99,1
System-99_2,92,96,95,95,96,97,94,93,97,99,98,95,95,93,97,93,90,93,94,100,92,95,99,97,1
System-99_3,92,100,93,97,100,97,92,96,96,98,91,91,98,97,97,100,97,92,98,91,93,98,97,92,1
System-99_4,95,95,91,94,95,99,97,93,91,100,98,100,93,97,95,92,94,99,98,97,97,93,90,90,1
System-99_5,97,95,92,100,93,97,97,92,99,95,100,95,92,97,93,98,93,94,100,93,93,94,91,99,1
System-99_6,93,98,97,90,98,95,99,95,97,93,97,99,97,90,99,90,97,90,96,92,96,90,98,93,1
System-99_7,96,91,93,94,97,97,96,91,92,96,91,94,100,95,93,98,97,98,97,92,92,96,91,91,1
System-99_8,96,92,92,91,96,90,93,96,90,90,96,95,96,94,95,99,94,95,97,99,96,100,100,90,1
System-99_9,95,94,90,96,98,90,100,95,98,98,93,96,94,98,99,100,98,90,92,93,95,96,95,95,1
